name_list_bosmer = {

	cadet_dynasty_names = {
		"dynn_Nightbrook" "dynn_Nightdale" "dynn_Nighthollow" "dynn_Nightlake" "dynn_Nightpool" "dynn_Nightrun" "dynn_Nightshade" 
		"dynn_Nightsky" "dynn_Nightthorn" "dynn_Nightvale" "dynn_Nightwind" "dynn_Nightwood" "dynn_Oakbrook" "dynn_Oakdale" 
		"dynn_Oakhollow" "dynn_Oaklake" "dynn_Oakpool" "dynn_Oakrun" "dynn_Oakshade" "dynn_Oaksky" "dynn_Oakthorn" "dynn_Oakvale" 
		"dynn_Oakwind" "dynn_Oakwood" "dynn_Pinebrook" "dynn_Pinedale" "dynn_Pinehollow" "dynn_Pinelake" "dynn_Pinepool" 
		"dynn_Pinerun" "dynn_Pineshade" "dynn_Pinesky" "dynn_Pinethorn" "dynn_Pinevale" "dynn_Pinewind" "dynn_Pinewood" 
		"dynn_Ramothran" "dynn_Riverbrook" "dynn_Riverdale" "dynn_Riverhollow" "dynn_Riverlake" "dynn_Riverpool" "dynn_Riverrun" 
		"dynn_Rivershade" "dynn_Riversky" "dynn_Riverthorn" "dynn_Rivervale" "dynn_Riverwind" "dynn_Riverwood" "dynn_Salandas" 
		"dynn_Shadybrook" "dynn_Shadydale" "dynn_Shadyhollow" "dynn_Shadylake" "dynn_Shadypool" "dynn_Shadyrun" "dynn_Shadyshade" 
		"dynn_Shadysky" "dynn_Shadythorn" "dynn_Shadyvale" "dynn_Shadywind" "dynn_Shadywood" "dynn_Springbrook" "dynn_Springdale" 
		"dynn_Springhollow" "dynn_Springlake" "dynn_Springpool" "dynn_Springrun" "dynn_Springshade" "dynn_Springsky" 
		"dynn_Springthorn" "dynn_Springvale" "dynn_Springwind" "dynn_Springwood" "dynn_Undriel" "dynn_Vayn" "dynn_Willowbrook" 
		"dynn_Willowdale" "dynn_Willowhollow" "dynn_Willowlake" "dynn_Willowpool" "dynn_Willowrun" "dynn_Willowshade" 
		"dynn_Willowsky" "dynn_Willowthorn" "dynn_Willowvale" "dynn_Willowwind" "dynn_Willowwood"
	}

	dynasty_names = {
		"dynn_Vanellion" "dynn_Springbrook" "dynn_Branck" "dynn_Forestwalker" "dynn_Endrand" "dynn_Bramblebreach" "dynn_Valefern" 
		"dynn_Iyanden" "dynn_Greenleaf" "dynn_Redbranch" "dynn_Seedcatcher" "dynn_Stagfen" "dynn_Avbala" "dynn_Ulthran" 
		"dynn_Bluebrook" "dynn_Bluedale" "dynn_Bluehollow" "dynn_Bluelake" "dynn_Bluepool" "dynn_Bluerun" "dynn_Blueshade" 
		"dynn_Bluesky" "dynn_Bluethorn" "dynn_Bluevale" "dynn_Bluewind" "dynn_Bluewood" "dynn_Branck" "dynn_Drurel" "dynn_Dornke" 
		"dynn_Fernbrook" "dynn_Ferndale" "dynn_Fernhollow" "dynn_Fernlake" "dynn_Fernpool" "dynn_Fernrun" "dynn_Fernshade" 
		"dynn_Fernsky" "dynn_Fernthorn" "dynn_Fernvale" "dynn_Fernwind" "dynn_Fernwood" "dynn_Forestbrook" "dynn_Forestdale" 
		"dynn_Foresthollow" "dynn_Forestlake" "dynn_Forestpool" "dynn_Forestrun" "dynn_Forestshade" "dynn_Forestsky" 
		"dynn_Forestthorn" "dynn_Forestvale" "dynn_Forestwind" "dynn_Forestwood" "dynn_Garnona" "dynn_Greenwood" "dynn_Helomaine" 
		"dynn_Ivybrook" "dynn_Ivydale" "dynn_Ivyhollow" "dynn_Ivylake" "dynn_Ivypool" "dynn_Ivyrun" "dynn_Ivyshade" 
		"dynn_Ivysky" "dynn_Ivythorn" "dynn_Ivyvale" "dynn_Ivywind" "dynn_Ivywood" "dynn_Ledure" "dynn_Marvos" "dynn_Mossbrook" 
		"dynn_Mossdale" "dynn_Mosshollow" "dynn_Mosslake" "dynn_Mosspool" "dynn_Mossrun" "dynn_Mossshade" "dynn_Mosssky" 
		"dynn_Mossthorn" "dynn_Mossvale" "dynn_Mosswind" "dynn_Mosswood" "dynn_Nightbrook" "dynn_Nightdale" "dynn_Nighthollow" 
		"dynn_Nightlake" "dynn_Nightpool" "dynn_Nightrun" "dynn_Nightshade" "dynn_Nightsky" "dynn_Nightthorn" "dynn_Nightvale" 
		"dynn_Nightwind" "dynn_Nightwood" "dynn_Oakbrook" "dynn_Oakdale" "dynn_Oakhollow" "dynn_Oaklake" "dynn_Oakpool" 
		"dynn_Oakrun" "dynn_Oakshade" "dynn_Oaksky" "dynn_Oakthorn" "dynn_Oakvale" "dynn_Oakwind" "dynn_Oakwood" "dynn_Pinebrook" 
		"dynn_Pinedale" "dynn_Pinehollow" "dynn_Pinelake" "dynn_Pinepool" "dynn_Pinerun" "dynn_Pineshade" "dynn_Pinesky" 
		"dynn_Pinethorn" "dynn_Pinevale" "dynn_Pinewind" "dynn_Pinewood" "dynn_Ramothran" "dynn_Riverbrook" "dynn_Riverdale" 
		"dynn_Riverhollow" "dynn_Riverlake" "dynn_Riverpool" "dynn_Riverrun" "dynn_Rivershade" "dynn_Riversky" "dynn_Riverthorn" 
		"dynn_Rivervale" "dynn_Riverwind" "dynn_Riverwood" "dynn_Salandas" "dynn_Shadybrook" "dynn_Shadydale" "dynn_Shadyhollow" 
		"dynn_Shadylake" "dynn_Shadypool" "dynn_Shadyrun" "dynn_Shadyshade" "dynn_Shadysky" "dynn_Shadythorn" "dynn_Shadyvale" 
		"dynn_Shadywind" "dynn_Shadywood" "dynn_Springbrook" "dynn_Springdale" "dynn_Springhollow" "dynn_Springlake" 
		"dynn_Springpool" "dynn_Springrun" "dynn_Springshade" "dynn_Springsky" "dynn_Springthorn" "dynn_Springvale" 
		"dynn_Springwind" "dynn_Springwood" "dynn_Undriel" "dynn_Vayn" "dynn_Willowbrook" "dynn_Willowdale" "dynn_Willowhollow" 
		"dynn_Willowlake" "dynn_Willowpool" "dynn_Willowrun" "dynn_Willowshade" "dynn_Willowsky" "dynn_Willowthorn" 
		"dynn_Willowvale" "dynn_Willowwind" "dynn_Willowwood"
	}

	male_names = {
		Adamir Aengoth Aengvir Aeradan Aerchelas Aering Aerolor Agarond Aglion Agolas Agular Agwodir Alander Aldarnen Aldor 
		Alendis Allimir Alphrennor Alphrost Altholmir Alveleg Amlion Amragor Amreval Amring Andrilion Angeron Angilor Anglalos 
		Anglas Anglor Anglorn Anguilon Anruin Anthelion Arannir Arathor Arengo Arengur Arenion Arganar Arthor Athraedal Athragar
		Athrahgor Athrelor Azareth Baenelros Baenlin Baeralol Balithil Baradras Barothlas Basth Behelir Bellulor 
		Bendralas Benduin Berdonion Berengeval Berithor Berthor Bodring Bolelos Bolion Bolrin Bolwagon Bolwing Borcholim 
		Borchon Borelril Borwiian Bragor Brallion Bredragon Bredros Breduin Brellin Brelor Brengor Brenor Briminor Brimlirdor 
		Brimlor Brinthir Brithaur Brithroth Brodras Brolmir Burrfoot Caenlilmith Caenlin Caenlorn Caentholrin Caerllelfin
		Caerllin Calabenn Calthindor Cantadir Canthion Cathras Celegorn Celelruin Celonron Cendalor Cenirond Cingaer Cingor 
		Cingunor Ciradir Cirithor Cirnean Cirodros Cirthile Cirtor Clenalgor Clendil Clenegor Cun Cunendor Daenilroth Daenlin 
		Dalodir Dalrelvir Dalrithor Dangor Danrithri Dardalmoth Dardir Dathangil Denegor Dennoroth Denrin Deregor Deros Derveglor 
		Dervenin Dindom Diranor Dirchanor Dirdelas Dirding Dolilas Dollarthor Domillas Donallir Dondir Doradrin Doralon Doranar 
		Dordanion Dorinlas Dorodir Dorondor Draeg Drauginor Draugorin Drauldolim Draulduin Drilalfin Drimrin Drinlin Drinroth 
		Edalor Edhelas Edheldor Edhelfin Edhelorn Edhelruin Edhelvir Edthas Edundor Egannor Egarfin Egelnor Egelrin Egenor 
		Egenthor Eghanar Egidnor Egidrin Egilas Eginir Eginthoril Eglabenn Egolor Egranor Eguroth Elaldor Elanir Elberoth Elebor 
		Elegal Elethir Elethlin Elilor Eliras Elolir Elonthor Eloroth Elseer Elthras Enaring Enathorn Enathras Endring Endrothir 
		Enethrin Engaenir Engaer Engiroth Englor Engor Engorm Enilroth Enoring Entelator Enthilin Enthonor Enthoras
		Eradamn Eraegaer Eralgor Eralorn Eranas Erasmo Erengor Eridor Erimroth Eringor Eronthor Erradan Erthaenir 
		Erthalmoth Erthas Erthonor Erthor Erunor Erval Ervalir Esladir Ethlinor Ethruin Faeldal Faengongorn Faenir Faenlidor 
		Faenthundor Faerelos Faerin Falahawn Faldan Falelros Falthalorn Famronion Fangaril Fangilmir Faradan Faralos Farandor 
		Fardel Fargoth Farthagal Farthalem Faulbor Faulgor Faulor Faurchon Faurinar Fealote Feladir Fengrin Fenteladir Fenton 
		Ferlion Filalmoth Filbolrel Fildir Filingaer Fillin Filmian Fimmion Findulain Findun Finedrin Fingaenion Fingor Finlas 
		Finonas Fintholor Finvir Firaelion Firagaer Fireluin Firolbor Firolmoth Fironthor Firras Firthaedal Firuin Fithragaer 
		Fithrolon Foldor Folilas Fonalor Fongidor Fongoth Fordan Forinor Foroch Forongon Foronir Forthor Fradion Gadinas Gael 
		Gaeldol Gaenengeval Gaenennor Gaenor Gaerthgorn Gaerthidrin Gaerthir Galalron Galandir Galbor Galdilin Galithor Galmir 
		Galolion Galriel Galthonor Galthragoth Gandalor Gandonion Gazalem Gazunil Gelabenn Gelephor Gelin Gelthior Gerrilgor 
		Glalor Glarthir Glathor Glathras Glaugluin Glauloroth Glaum Glaurilas Glaurolin Glinthinar Glirion Gloldor Glolmir Glolor 
		Glonagoth Glongor Glonnir Glooring Gloorolros Gloron Gluin Godadras Godros Golor Gonlas Goralgor Gorchalas Gorinir 
		Gorulbor Gothrongor Grohanar Gundalas Gwaegalir Gwael Gwaerinbor Gwannas Gwannor Gwanolrin Gwarolgor Gwilandor Gwilgoth 
		Gwilir Gwilon Gwinadras Gwinas Gwindebros Gwindir Gwinengur Gwingeval Gwinir Gwinor Gwiras Hadendor Hadnilion Hadran 
		Hadras Hagaelion Hagaer Halalin Halelmathras Halindor Halion Halordil Halridor Halronion Haraenion Haras Hareglor Harin 
		Haron Hartmin Haymon Hednor Hegaer Helmir Helondanbor Heluin Henandan Hengolir Henilien Henodras Heralbor Hingaron Hingor 
		Hundolin Hunindir Hurdalas Hurolas Hurthinnor Icarian Idreloth Ilring Ilthring Indaenir Indaryn Indelor Indiir Indinor 
		Indinroth Indolor Indralir Indrelor Indring Inluin Irielis Ithanarth Ithgagon Iulidul Kerninn Ladrelas Laelrion Lagrethor 
		Lanelor Lataryon Ledronor Legodir Lemring Lemrongorn Lenahawn Lengaer Lenonion Lenor Lenoril Lenranas Lerangor Lereluin 
		Lestadir Lilthidrin Lindowel Lonor Lorchon Lorfolas Lowindor Madruin Maendir Maenlorn Maenrin Maenthanaras Maeroth 
		Magaelion Maglir Malgawn Malgorin Malgoth Malinor Malionar Malthagros Malthor Malvir Manalmir Mandir Mandolion Mandor 
		Manenlir Mangaer Mangeth Mangonas Manilbor Mankar Manroth Manthir Marantar Marilrin Maruin Mathal Mathragor Melas Meldor 
		Meleras Melinfel Mendros Menelras Menorfin Menthorn Merethrin Methring Milgangor Milion Milmilin Milwalin Minan Minangor 
		Minedhel Mingalion Minglos Mingonor Mingor Minthelir Mirchanas Mirilir Miruin Modorin Modradil Mollorn Monennor Mongon 
		Mongor Mongoth Monthadan Monvaras Morth Morthelos Naglanor Nagledrin Nalbor Nalguin Nalion Nalthenlir Nanthenas Nedaegaer 
		Nedhelas Nedhelfin Nedhelorn Nednor Nedras Nedrin Nedtharond Nedthion Negaelion Nelgorn Nellor Nendaer Nendilir 
		Nerellanvir Nergor Neronnir Nethrin Niden Nidras Nilaendril Nildedrin Nindir Ninglenel Ninglos Ningor Niraegaer Nirolos
		Nironor Nirthindor Nirthongoth Nondor Nongiruin Nordinor Norvir Nothilgor Nothirvir Nothrelras Nothrolion Obenion Obentor 
		Odreth Odrethin Ogarendir Olahanar Olarion Ongalion Onglor Onglorn Oranron Orben Orchelor Orchelos Orchenas Orcholin 
		Ording Orenthel Orthalon Orthanron Orthelos Orthenir Orthonor Orthoron Ostarion Parenonas Pegasai Pegolas Pegolos Peragon 
		Peras Perinor Raen Raendor Ragalvir Ralalorn Ralondel Ramsi Ranedor Raniluin Rathilmith Regring Rendarion Rethrin Rilding 
		Rilion Rindir Rininion Rinlir Rithrannir Rodaegaer Rodring Rolalmoth Rolding Rolindor Rolion Rollin Rolon Rondor Rondrin 
		Ronolin Rothondothrin Rothraenion Salahanar Salalin Saldaer Saldir Salgaer Sandaenion Sanonor Sarmionor Sarolion Saromir 
		Shaguniel Sylch Tarhiel Tessorthon Thadon Thaurron Thiingelien Tholdaegal Tholdegil Tholerthorn Thollebros Thollunil 
		Thololin Tholor Tholralem Thongonor Thonoras Thorianion Thorinor Thoromlallor Thorongil Thoronir Thoronor Thragaer 
		Thragnor Thrangirfin Thranor Thurindil Tralor Trilion Tuundir Tuunnir Uldwin Ulphroth Ulthorn Ulwaen Ulwemir Ulwithor 
		Ungaedal Ungeleb Ungenor Ungolim Uranyon Urunil Uungor Uuras Uwedrin Vanendil Vanirion Tildri Gorendir Brengolin Girin 
		Gwingelruin Ollion
	}

	female_names = {
		Adagwen Adandora Adanrel Aeranir Aerchith Aerin Aerledirre Aerwaen Agafos Agilruin Aglaril Alandis Alangil Alareth Alawen 
		Aldeth Aleanneth Allena Althel Althoth Althuviel Amariel Amrael Amridil Andoriel Andragil Andrathel Anedhel Anenya Anerel 
		Anganrith Angeniel Anglith Angranel Angrel Angren Angrineth Angrond Aniel Annagail Annarth Annathiel Anredith Anrel Anriel
		Aradhel Aradraen Araneth Arangaer Aranwen Arathel Ardhil Aredhel Arithiel Arthwiien Athemel Atheval Athirion Athuviel 
		Baham Balia Bauril Baurin Belane Belwanril Belwen Benieth Berisse Berwen Betedir Birwaen Bondileth Boriel Borogilmith 
		Boroneth Borwaeneth Borwen Bothiel Bowenas Britsa Bredrel Brelinith Brelondith Brendil Calendir Calenethel Calithil Canda 
		Candariel Candion Caraleth Caralith Caranith Cariel Carwen Cayliss Celanarth Celaranith Celegil Celorien Celwen Cenrathil 
		Cerwaenor Cerweriell Cerwil Ciinderel Ciindewal Ciindil Ciirenas Ciireriath Ciirillie Cirithiel Cirwedh Coradri Cuunel 
		Cwynoniel Cygwen Cygwenn Dagail Dagla Dailalleth Dailinir Dailinthil Dailirwen Dailithil Dairaegal Dairihill Dalaneth 
		Dandra Darahawn Daraneth Dayagwen Degail Degil Dennilwen Denninel Dessidela Dinwenel Dirwendel Distel Doldoniel Dolian 
		Dolirdor Dollian Dolwinora Dondreth Dondrinir Dondrothel Doneth Donganiel Dongenan Donglanel Donnaelain Donnenir Donniel 
		Donriel Doralin Doralineth Dorathil Dorendir Doriel Dothiel Dothriel Dothruviel Drauginas Dredhedil Dredhwen Earnaana 
		Edherien Efreghar Egilrineth Eindel Einnel Einrel Einriel Eiola Elanas Elandora Elayel Elegnan Elengil Elerdel Elethien 
		Elirwen Elphaniel Elphinia Elphiniel Elphirion Elphiron Elragail Elriniel Elruin Elsaril Elsenia Elsonia Elsynia Emalith 
		Emanir Emelin Emolwen Emoneth Emuin Endoriell Endregail Endrith Endriwen Enduinas Eneriell Engail Englornith Enielin 
		Eniras Enlorien Enruvie Eraldil Eralian Eralin Eraneth Eranwen Erathrin Erelruin Erilthil Erinel Ernethel Ernethiel Erwin 
		Essaneth Essilion Essonarth Estelin Estilion Estinan Ethrel Eveli Faedre Faedridil Faenir Faldethil Faldiniel Falicia 
		Falphirion Fanadis Fanayell Fandir Fangil Faniriel Fara Faraniel Farenlith Fariel Faruin Farwen Farwilwen Fauridil Fauril 
		Faurinthil Faurwin Fayadess Fayagwen Fayilien Felariel Fiabess Filbeneth Filberel Filedh Filenarth Filoneth Finde 
		Findredil Fingil Fingrathel Finnethil Finnorieth Finoriell Firalboreth Firanarth Firathil Firchel Firiliril Firion Fironel
		Firuin Firwin Fisalie Flanneth Floriele Frenidela Frenith Gaette Gaireth Galathril Galbedir Galbenel Galdiir Galdini 
		Galereth Galerond Galesse Galthel Gananith Gandalith Gannel Ganniel Ganredhel Ganrenan Ganwen Garaengrin Garamiel Garanel 
		Garel Gariel Garimmir Garion Garniel Garwiril Garwiruin Gathiel Gathion Gathraenor Gathwen Geldaeniel Geldirel Gelduin 
		Gelthedh Gelthiras Gelur Genboril Gendinora Genriel Genthel Geoffrise Gerethel Gerinien Gerwen Gerweruin Gethawen Gilbonel
		Gildan Gilinora Gilradil Gilraen Gilriian Gindothel Ginereth Giniel Giningil Girnalin Girnileth Girninan Girriian Githiril 
		Githriian Glaras Glardel Glarin Glathel Glendora Glenora Glooredel Gloraneth Glordil Glothorien Gluineth Gosellaneth
		Grildoriel Guilenarth Guileval Guilion Gwaerarth Gwaering Gwendis Gwenieth Gwenuinas Halsinan Hangaerin Hanriian 
		Hanthaerin Hariell Harmolith Harowen Hasathil Hasiwen Henoreth Henriel Henrinora Heragaeth Herdor Honorata Huundel Huunel 
		Huurel Huurwen Hyna Hynendirre Iannianith Ianwaen Idradriel Idrolian Idronel Idrothiel Iinel Iingail Iirdel Iirdilin 
		Iirond Iirwaen Imriel Indanas Indel Indithil Indraseth Indrel Indrenan Ingrarthel Inril Irdan Irwaen Irwiraen Kaale Kaalys 
		Kashia Kathariel Kirstar Kirstenreth Kirsty Kuna Laen Laenafil Laeneval Laenril Laeranir Laerinir Laerion Laniriel Lanwaen 
		Lara Laralthir Laranieth Larasel Larchelas Larweneth Lathriel Leaf Lianedirre Lianorien Lienanarth Lienenarth Liennas 
		Liette Lilaneth Lionora Little Lobelathel Lorading Lorchel Lorregil Lorthodaer Lorwen Lothiel Lywen Maelin Malaniel 
		Malareth Malesse Malfinir Malioneth Mandil Mandilin Mara Mariel Marineth Marinora Megail Mehlin Melbethil Meldaril Melledh 
		Mellieth Melothil Melrethel Menaelion Mendil Mendredhil Menelin Mengaer Meninel Mennel Menninia Mennir Menwirchel 
		Methredhel Milbereth Miliril Millenith Minaelion Mindirin Miniel Minonel Minriel Minrion Mithen Molamiel Molenaniel 
		Moleras Moneriel Naarendras Naarifin Nael Naeldil Naerion Naeronel Naerorien Nallion Nallorwen Namradis Namriel Nara 
		Naridir Narinarth Narinia Narion Natareth Natesse Nathien Nelmir Nielaenor Nielas Nien Nienornith Nienras Nieth Nilara 
		Nilawen Nilbedel Nilbethil Nilenarth Nilenir Niliendras Nilioniel Nilleth Nilliel Nilwen Nimanir Niminthil Nimriell 
		Nimriian Nindenel Ninriledh Ninwin Niranda Niraniel Niriel Nirihill Niruin Nistel Nistyniel Nithelin Nithiel Nitholeth 
		Nithriel Nivrel Nivriian Nivrilin Noldathil Nona Norraneth Norriel Norweras Nothemril Onglorien Orabess Oraneth Orchelith 
		Oriadess Orianel Orwinora Panreth Parenel Pariel Parwaen Parwen Parwinel Penglithil Peruin Pishna Radras Radreth 
		Ralaenglin Ralai Ralayell Ralerdhil Ralion Ranais Rangil Ranneth Ranniel Rannonda Rathril Rayniir Raynineth Raynorien 
		Rendorien Rialanith Riian Rilineth Rinareth Rindirre Rithros Rodaeril Rothariel Samia Sanithil Sariel Sarion Saronithel 
		Selene Sellineth Sendel Sendranir Serchel Serenarth Serwin Sethel Sirreth Sunie Syalleth Syl Telaendril Teliwen Tellanil 
		Thaedil Thaedothiel Thael Thaelion Thaeliwaen Thaellin Thaelril Thaenaneth Thaeniril Thaenor Thaeraen Thaereledh Thaeril 
		Thaerin Thaesse Thalfin Thalienglas Thaliwen Thallioniel Thalorel Thalrinel Thamenarth Thaminiel Thamraen Thamriel 
		Thamrin Thariel Tharuin Thiirchel Thiirion Thiirril Thralin Thranarel Thranileith Ulandra Ulladhel Uunniel Uunril 
		Uurdhel Uurwaerion Uurwen Vendyne Wendirre Whisper Yarmia Zahimah Zifri Ciindirre Norrareth
	}
	
	dynasty_of_location_prefix = "dynnp_of"
		
	# Chance of male children being named after their paternal or maternal grandfather or their father. Sum must not exceed 100.
	pat_grf_name_chance = 20
	mat_grf_name_chance = 10
	father_name_chance = 10
		
	# Chance of female children being named after their paternal or maternal grandmother or their mother. Sum must not exceed 100.
	pat_grm_name_chance = 10
	mat_grm_name_chance = 20
	mother_name_chance = 10
	
	mercenary_names = {
		{ name = "mercenary_knights_rangers" } 
		{ name = "mercenary_knights_warband" }
		{ name = "mercenary_knights_jaqspurs" }
		{ name = "mercenary_knights_stalkers" }
		{ name = "mercenary_knights_rangers" }
		{ name = "mercenary_knights_warband" }
		{ name = "mercenary_knights_jaqspurs" }
		{ name = "mercenary_knights_stalkers" }	
		{ name = "mercenary_knights_rangers" }
		{ name = "mercenary_knights_warband" }
		{ name = "mercenary_knights_jaqspurs" }
		{ name = "mercenary_knights_stalkers" }	
	}
}
